,data,dayname,somma_polli,t_media,fenomeni,feste,team1,team2,championship,avversario,Italia
847,2017-09-17,domenica,31,17,pioggia temporale ,0,Milan,Udinese,A,-,-
847,2017-09-17,domenica,31,17,pioggia temporale ,0,Genoa,Lazio,A,-,-
847,2017-09-17,domenica,31,17,pioggia temporale ,0,Napoli,Benevento,A,-,-
848,2017-09-19,martedì,16,14,pioggia ,0,Bologna,Inter,A,-,-
849,2017-09-20,mercoledì,20,17,sole,0,Genoa,Chievo,A,-,-
849,2017-09-20,mercoledì,20,17,sole,0,Juventus,Fiorentina,A,-,-
849,2017-09-20,mercoledì,20,17,sole,0,Lazio,Napoli,A,-,-
849,2017-09-20,mercoledì,20,17,sole,0,Milan,Spal,A,-,-
850,2017-09-21,giovedì,25,18,sole,0,-,-,-,-,-
851,2017-09-22,venerdì,17,16,sole,0,-,-,-,-,-
852,2017-09-23,sabato,5,17,sole,0,Spal,Napoli,A,-,-
852,2017-09-23,sabato,5,17,sole,0,Juventus,Torino,A,-,-
853,2017-09-24,domenica,30,16,pioggia temporale ,0,Cagliari,Chievo,A,-,-
853,2017-09-24,domenica,30,16,pioggia temporale ,0,Verona,Lazio,A,-,-
853,2017-09-24,domenica,30,16,pioggia temporale ,0,Inter,Genoa,A,-,-
853,2017-09-24,domenica,30,16,pioggia temporale ,0,Sampdoria,Milan,A,-,-
854,2017-09-26,martedì,21,17,sole,0,-,-,-,-,-
855,2017-09-27,mercoledì,16,18,sole,0,-,-,-,-,-
856,2017-09-28,giovedì,21,18,sole,0,-,-,-,-,-
857,2017-09-29,venerdì,31,18,sole,0,-,-,-,-,-
858,2017-09-30,sabato,27,17,pioggia ,0,-,-,-,-,-
859,2017-10-01,domenica,28,15,pioggia ,0,-,-,-,-,-
860,2017-10-03,martedì,22,16,sole,0,Juventus,Milan,A,-,-
861,2017-10-04,mercoledì,25,16,sole,0,-,-,-,-,-
862,2017-10-05,giovedì,22,17,sole,0,-,-,-,-,-
863,2017-10-06,venerdì,36,17,pioggia temporale ,0,-,-,-,-,-
864,2017-10-07,sabato,23,14,sole,0,-,-,-,-,-
865,2017-10-08,domenica,26,15,sole,0,-,-,-,-,-
866,2017-10-10,martedì,19,15,sole,0,-,-,-,-,-
867,2017-10-11,mercoledì,22,17,sole,0,-,-,-,Svezia,Italia
868,2017-10-12,giovedì,24,16,sole,0,Chievo,Roma,A,-,-
868,2017-10-12,giovedì,24,16,sole,0,Napoli,Fiorentina,A,-,-
868,2017-10-12,giovedì,24,16,sole,0,Milan,Bologna,A,-,-
869,2017-10-13,venerdì,33,15,sole,0,-,-,-,-,-
870,2017-10-14,sabato,38,15,sole,0,Roma,Napoli,A,-,-
870,2017-10-14,sabato,38,15,sole,0,Juventus,Lazio,A,-,-
871,2017-10-15,domenica,32,16,sole,0,Sassuolo,Chievo,A,-,-
871,2017-10-15,domenica,32,16,sole,0,Inter,Milan,A,-,-
872,2017-10-17,martedì,31,15,sole,0,-,-,-,-,-
873,2017-10-18,mercoledì,33,13,sole,0,-,-,-,-,-
874,2017-10-19,giovedì,19,12,nebbia ,0,-,-,-,-,-
875,2017-10-20,venerdì,35,13,nebbia ,0,-,-,-,-,-
876,2017-10-21,sabato,41,14,sole,0,Napoli,Inter,A,-,-
877,2017-10-22,domenica,38,14,pioggia temporale ,0,Milan,Genoa,A,-,-
877,2017-10-22,domenica,38,14,pioggia temporale ,0,Udinese,Juventus,A,-,-
877,2017-10-22,domenica,38,14,pioggia temporale ,0,Chievo,Verona,A,-,-
877,2017-10-22,domenica,38,14,pioggia temporale ,0,Lazio,Cagliari,A,-,-
878,2017-10-24,martedì,31,14,sole,0,Inter,Sampdoria,A,-,-
879,2017-10-25,mercoledì,31,11,sole,0,Bologna,Lazio,A,-,-
879,2017-10-25,mercoledì,31,11,sole,0,Chievo,Milan,A,-,-
879,2017-10-25,mercoledì,31,11,sole,0,Genoa,Napoli,A,-,-
879,2017-10-25,mercoledì,31,11,sole,0,Juventus,Spal,A,-,-
880,2017-10-26,giovedì,30,13,sole,0,-,-,-,-,-
881,2017-10-27,venerdì,22,12,sole,0,-,-,-,-,-
882,2017-10-28,sabato,45,9,sole,0,Milan,Juventus,A,-,-
883,2017-10-29,domenica,26,12,sole,0,Benevento,Lazio,A,-,-
883,2017-10-29,domenica,26,12,sole,0,Napoli,Sassuolo,A,-,-
883,2017-10-29,domenica,26,12,sole,0,Sampdoria,Chievo,A,-,-
884,2017-10-31,martedì,24,11,sole,0,-,-,-,-,-
885,2017-11-01,mercoledì,32,10,sole,Ognissanti,-,-,-,-,-
886,2017-11-02,giovedì,15,9,sole,Giorno dei Morti,-,-,-,-,-
887,2017-11-03,venerdì,30,10,sole,0,-,-,-,-,-
888,2017-11-04,sabato,44,11,sole,0,-,-,-,-,-
889,2017-11-05,domenica,39,14,sole,0,-,-,-,-,-
890,2017-11-07,martedì,19,11,sole,0,-,-,-,-,-
891,2017-11-08,mercoledì,14,10,sole,0,-,-,-,-,-
892,2017-11-09,giovedì,20,10,sole,0,-,-,-,-,-
893,2017-11-10,venerdì,30,10,sole,0,-,-,-,-,-
894,2017-11-11,sabato,39,6,sole,0,-,-,-,-,-
895,2017-11-12,domenica,28,7,sole,0,Lazio,Torino,A,-,-
896,2017-11-14,martedì,20,7,sole,0,-,-,-,-,-
897,2017-11-15,mercoledì,23,6,sole,0,-,-,-,-,-
898,2017-11-16,giovedì,26,9,sole,0,-,-,-,-,-
899,2017-11-17,venerdì,29,7,sole,0,-,-,-,-,-
900,2017-11-18,sabato,49,7,sole,0,Roma,Lazio,A,-,-
900,2017-11-18,sabato,49,7,sole,0,Napoli,Milan,A,-,-
901,2017-11-19,domenica,25,5,sole,0,Torino,Chievo,A,-,-
901,2017-11-19,domenica,25,5,sole,0,Inter,Atalanta,A,-,-
901,2017-11-19,domenica,25,5,sole,0,Sampdoria,Juventus,A,-,-
902,2017-11-21,martedì,28,6,sole,0,-,-,-,-,-
903,2017-11-22,mercoledì,23,7,sole,0,-,-,-,-,-
904,2017-11-23,giovedì,23,9,sole,0,-,-,-,-,-
905,2017-11-24,venerdì,27,8,sole,0,-,-,-,-,-
906,2017-11-25,sabato,44,9,sole,0,Cagliari,Inter,A,-,-
906,2017-11-25,sabato,44,9,sole,0,Chievo,Spal,A,-,-
907,2017-11-26,domenica,32,7,sole,0,Milan,Torino,A,-,-
907,2017-11-26,domenica,32,7,sole,0,Udinese,Napoli,A,-,-
907,2017-11-26,domenica,32,7,sole,0,Lazio,Fiorentina,A,-,-
907,2017-11-26,domenica,32,7,sole,0,Juventus,Crotone,A,-,-
908,2017-11-28,martedì,28,1,sole,0,-,-,-,-,-
909,2017-11-29,mercoledì,27,4,sole,0,-,-,-,-,-
910,2017-11-30,giovedì,20,4,sole,0,-,-,-,-,-
911,2017-12-01,venerdì,28,3,nebbia ,0,-,-,-,-,-
912,2017-12-02,sabato,49,5,sole,0,Cagliari,Juventus,A,-,-
912,2017-12-02,sabato,49,5,sole,0,Sassuolo,Chievo,A,-,-
912,2017-12-02,sabato,49,5,sole,0,Inter,Empoli,A,-,-
913,2017-12-03,domenica,32,2,sole,0,Napoli,Crotone,A,-,-
913,2017-12-03,domenica,32,2,sole,0,Chievo,Empoli,A,-,-
913,2017-12-03,domenica,32,2,sole,0,Inter,Atalanta,A,-,-
914,2017-12-05,martedì,16,1,sole,0,-,-,-,-,-
915,2017-12-06,mercoledì,27,1,sole,0,-,-,-,-,-
916,2017-12-07,giovedì,32,2,sole,0,-,-,-,-,-
917,2017-12-08,venerdì,31,4,sole,Immacolata Concezione,-,-,-,-,-
918,2017-12-09,sabato,39,3,sole,0,-,-,-,-,-
919,2017-12-10,domenica,22,-1,neve ,0,-,-,-,-,-
920,2017-12-12,martedì,16,5,pioggia nebbia ,0,-,-,-,-,-
921,2017-12-13,mercoledì,21,3,nebbia ,0,-,-,-,-,-
922,2017-12-14,giovedì,27,4,nebbia ,0,-,-,-,-,-
923,2017-12-15,venerdì,21,4,nebbia ,0,-,-,-,-,-
924,2017-12-16,sabato,42,4,nebbia ,0,Inter,Udinese,A,-,-
924,2017-12-16,sabato,42,4,nebbia ,0,Torino,Napoli,A,-,-
925,2017-12-17,domenica,32,1,nebbia ,0,Bologna,Juventus,A,-,-
925,2017-12-17,domenica,32,1,nebbia ,0,Crotone,Chievo,A,-,-
925,2017-12-17,domenica,32,1,nebbia ,0,Atalanta,Lazio,A,-,-
925,2017-12-17,domenica,32,1,nebbia ,0,Verona,Milan,A,-,-
926,2017-12-19,martedì,23,0,sole,0,-,-,-,-,-
927,2017-12-20,mercoledì,24,0,sole,0,-,-,-,-,-
928,2017-12-21,giovedì,18,-1,sole,0,-,-,-,-,-
929,2017-12-22,venerdì,34,0,nebbia ,0,Chievo,Bologna,A,-,-
930,2017-12-23,sabato,29,1,nebbia ,0,Milan,Atalanta,A,-,-
930,2017-12-23,sabato,29,1,nebbia ,0,Juventus,Roma,A,-,-
930,2017-12-23,sabato,29,1,nebbia ,0,Sassuolo,Inter,A,-,-
930,2017-12-23,sabato,29,1,nebbia ,0,Napoli,Sampdoria,A,-,-
930,2017-12-23,sabato,29,1,nebbia ,0,Lazio,Crotone,A,-,-
931,2017-12-24,domenica,11,2,sole,0,-,-,-,-,-
932,2017-12-26,martedì,25,5,pioggia ,Santo Stefano,-,-,-,-,-
933,2017-12-27,mercoledì,23,7,pioggia nebbia ,0,-,-,-,-,-
934,2017-12-28,giovedì,16,5,pioggia ,0,-,-,-,-,-
935,2017-12-29,venerdì,14,3,sole,0,Crotone,Napoli,A,-,-
936,2017-12-30,sabato,31,2,sole,0,Inter,Lazio,A,-,-
936,2017-12-30,sabato,31,2,sole,0,Benevento,Chievo,A,-,-
936,2017-12-30,sabato,31,2,sole,0,Fiorentina,Milan,A,-,-
936,2017-12-30,sabato,31,2,sole,0,Verona,Juventus,A,-,-
937,2017-12-31,domenica,10,2,sole,Ultimo dell'Anno,-,-,-,-,-
938,2018-01-02,martedì,20,4,nebbia ,0,-,-,-,-,-
939,2018-01-03,mercoledì,15,3,pioggia ,0,-,-,-,-,-
940,2018-01-04,giovedì,25,5,sole,0,-,-,-,-,-
941,2018-01-05,venerdì,27,5,sole,0,-,-,-,-,-
942,2018-01-06,sabato,26,7,pioggia ,Epifania,-,-,-,Francia,Italia
943,2018-01-07,domenica,38,10,sole,0,-,-,-,-,-
944,2018-01-09,martedì,18,12,sole,0,Bologna,Inter,A,-,-
944,2018-01-09,martedì,18,12,sole,0,Parma,Juventus,A,-,-
945,2018-01-10,mercoledì,28,8,nebbia ,0,-,-,-,-,-
946,2018-01-11,giovedì,26,7,nebbia ,0,-,-,-,-,-
947,2018-01-12,venerdì,41,7,sole,0,Fiorentina,Juventus,A,-,-
948,2018-01-13,sabato,40,5,sole,0,-,-,-,-,-
949,2018-01-14,domenica,37,4,sole,0,-,-,-,-,-
950,2018-01-16,martedì,20,4,pioggia ,0,-,-,-,-,-
951,2018-01-17,mercoledì,28,6,nebbia ,0,-,-,-,-,-
952,2018-01-18,giovedì,27,5,sole,0,-,-,-,-,-
953,2018-01-19,venerdì,35,3,sole,0,-,-,-,-,-
954,2018-01-20,sabato,48,3,sole,0,-,-,-,-,-
955,2018-01-21,domenica,43,5,sole,0,Atalanta,Napoli,A,-,-
955,2018-01-21,domenica,43,5,sole,0,Cagliari,Milan,A,-,-
955,2018-01-21,domenica,43,5,sole,0,Inter,Roma,A,-,-
955,2018-01-21,domenica,43,5,sole,0,Lazio,Chievo,A,-,-
956,2018-01-23,martedì,27,4,sole,0,-,-,-,-,-
957,2018-01-24,mercoledì,23,4,sole,0,Lazio,Udinese,A,-,-
958,2018-01-25,giovedì,27,4,sole,0,-,-,-,-,-
959,2018-01-26,venerdì,36,6,sole,0,-,-,-,-,-
960,2018-01-27,sabato,38,8,sole,0,Chievo,Juventus,A,-,-
961,2018-01-28,domenica,40,6,nebbia ,0,Spal,Inter,A,-,-
961,2018-01-28,domenica,40,6,nebbia ,0,Milan,Lazio,A,-,-
961,2018-01-28,domenica,40,6,nebbia ,0,Napoli,Bologna,A,-,-
962,2018-01-30,martedì,21,5,nebbia ,0,-,-,-,-,-
963,2018-01-31,mercoledì,22,6,pioggia nebbia ,0,-,-,-,-,-
964,2018-02-01,giovedì,19,7,pioggia ,0,-,-,-,-,-
965,2018-02-02,venerdì,34,6,pioggia ,0,-,-,-,-,-
966,2018-02-03,sabato,49,4,pioggia ,0,-,-,-,-,-
967,2018-02-04,domenica,38,4,sole,0,-,-,-,-,-
968,2018-02-06,martedì,25,6,pioggia ,0,-,-,-,-,-
969,2018-02-07,mercoledì,25,5,pioggia ,0,-,-,-,-,-
970,2018-02-08,giovedì,26,6,sole,Giovedì Grasso,-,-,-,-,-
971,2018-02-09,venerdì,31,6,pioggia nebbia ,0,Chievo,Empoli,A,-,-
971,2018-02-09,venerdì,31,6,pioggia nebbia ,0,Lazio,Frosinone,A,-,-
971,2018-02-09,venerdì,31,6,pioggia nebbia ,0,Sampdoria,Napoli,A,-,-
972,2018-02-10,sabato,47,5,pioggia temporale ,0,-,-,-,-,-
973,2018-02-11,domenica,35,4,sole,Carnevale,Napoli,Empoli,A,-,-
974,2018-02-13,martedì,28,4,sole,Martedì Grasso,-,-,-,-,-
975,2018-02-14,mercoledì,34,2,sole,San Valentino,-,-,-,-,-
976,2018-02-15,giovedì,23,2,sole,0,-,-,-,-,-
977,2018-02-16,venerdì,32,3,sole,0,-,-,-,-,-
978,2018-02-17,sabato,43,4,pioggia ,0,Chievo,Cagliari,A,-,-
978,2018-02-17,sabato,43,4,pioggia ,0,Genoa,Inter,A,-,-
979,2018-02-18,domenica,39,5,pioggia nebbia ,0,Torino,Juventus,A,-,-
979,2018-02-18,domenica,39,5,pioggia nebbia ,0,Milan,Sampdoria,A,-,-
979,2018-02-18,domenica,39,5,pioggia nebbia ,0,Napoli,Spal,A,-,-
980,2018-02-20,martedì,16,4,sole,0,-,-,-,-,-
981,2018-02-21,mercoledì,21,4,sole,0,-,-,-,-,-
982,2018-02-22,giovedì,26,4,pioggia ,0,-,-,-,-,-
983,2018-02-23,venerdì,24,5,pioggia ,0,-,-,-,-,-
984,2018-02-24,sabato,39,6,pioggia ,0,Inter,Benevento,A,-,-
985,2018-02-25,domenica,38,2,sole,0,Roma,Milan,A,-,-
985,2018-02-25,domenica,38,2,sole,0,Sassuolo,Lazio,A,-,-
985,2018-02-25,domenica,38,2,sole,0,Fiorentina,Chievo,A,-,-
986,2018-02-27,martedì,25,-3,sole,0,-,-,-,-,-
987,2018-02-28,mercoledì,19,-3,sole,0,-,-,-,-,-
988,2018-03-02,venerdì,38,-1,pioggia neve ,0,Inter,Crotone,A,-,-
989,2018-03-03,sabato,51,1,pioggia neve nebbia ,0,Lazio,Juventus,A,-,-
989,2018-03-03,sabato,51,1,pioggia neve nebbia ,0,Napoli,Roma,A,-,-
990,2018-03-04,domenica,40,2,nebbia ,0,-,-,-,-,-
991,2018-03-06,martedì,23,6,pioggia nebbia ,0,-,-,-,-,-
992,2018-03-07,mercoledì,25,7,pioggia nebbia ,0,-,-,-,-,-
993,2018-03-08,giovedì,32,8,sole,0,-,-,-,-,-
994,2018-03-09,venerdì,28,9,sole,0,-,-,-,-,-
995,2018-03-10,sabato,56,9,pioggia ,0,-,-,-,-,-
996,2018-03-11,domenica,31,9,pioggia ,0,Juventus,Cagliari,A,-,-
996,2018-03-11,domenica,31,9,pioggia ,0,Inter,Genoa,A,-,-
997,2018-03-13,martedì,27,10,pioggia temporale nebbia ,0,-,-,-,-,-
998,2018-03-14,mercoledì,21,9,nebbia ,0,Juventus,Atalanta,A,-,-
999,2018-03-15,giovedì,24,8,pioggia nebbia ,0,-,-,-,-,-
1000,2018-03-16,venerdì,33,10,pioggia ,0,-,-,-,-,-
1001,2018-03-17,sabato,51,9,pioggia ,0,Spal,Juventus,A,-,-
1002,2018-03-18,domenica,38,8,pioggia ,0,Sampdoria,Inter,A,-,-
1002,2018-03-18,domenica,38,8,pioggia ,0,Lazio,Bologna,A,-,-
1002,2018-03-18,domenica,38,8,pioggia ,0,Napoli,Genoa,A,-,-
1002,2018-03-18,domenica,38,8,pioggia ,0,Milan,Chievo,A,-,-
1003,2018-03-20,martedì,16,6,pioggia nebbia ,0,-,-,-,-,-
1004,2018-03-21,mercoledì,25,6,sole,0,-,-,-,-,-
1005,2018-03-22,giovedì,28,5,sole,0,-,-,-,-,-
1006,2018-03-23,venerdì,31,6,sole,0,-,-,-,Argentina,Italia
1007,2018-03-24,sabato,45,8,sole,0,-,-,-,-,-
1008,2018-03-25,domenica,29,9,sole,Domenica delle Palme,-,-,-,-,-
1009,2018-03-27,martedì,22,12,sole,0,-,-,-,Inghilterra,Italia
1010,2018-03-28,mercoledì,21,13,sole,0,-,-,-,-,-
1011,2018-03-29,giovedì,28,12,pioggia ,0,-,-,-,-,-
1012,2018-03-30,venerdì,19,13,pioggia temporale ,0,-,-,-,-,-
1013,2018-03-31,sabato,31,10,pioggia ,0,Sassuolo,Napoli,A,-,-
1013,2018-03-31,sabato,31,10,pioggia ,0,Chievo,Sampdoria,A,-,-
1013,2018-03-31,sabato,31,10,pioggia ,0,Inter,Verona,A,-,-
1013,2018-03-31,sabato,31,10,pioggia ,0,Juventus,Milan,A,-,-
1013,2018-03-31,sabato,31,10,pioggia ,0,Lazio,Benevento,A,-,-
1014,2018-04-03,martedì,21,12,sole,0,-,-,-,-,-
1015,2018-04-04,mercoledì,20,11,sole,0,Milan,Inter,A,-,-
1015,2018-04-04,mercoledì,20,11,sole,0,Chievo,Sassuolo,A,-,-
1016,2018-04-05,giovedì,13,13,sole,0,-,-,-,-,-
1017,2018-04-06,venerdì,28,13,sole,0,-,-,-,Olanda,Italia
1018,2018-04-07,sabato,42,14,sole,0,-,-,-,-,-
1019,2018-04-08,domenica,39,14,sole,0,-,-,-,-,-
1020,2018-04-10,martedì,29,13,sole,0,-,-,-,-,-
1021,2018-04-11,mercoledì,27,11,sole,0,Chievo,Sassuolo,A,-,-
1021,2018-04-11,mercoledì,27,11,sole,0,Udinese,Milan,A,-,-
1021,2018-04-11,mercoledì,27,11,sole,0,Lazio,Spal,A,-,-
1022,2018-04-12,giovedì,31,14,sole,0,-,-,-,-,-
1023,2018-04-13,venerdì,30,13,sole,0,-,-,-,-,-
1024,2018-04-14,sabato,30,16,sole,0,Atalanta,Inter,A,-,-
1024,2018-04-14,sabato,30,16,sole,0,Chievo,Torino,A,-,-
1025,2018-04-15,domenica,39,15,sole,0,Milan,Napoli,A,-,-
1025,2018-04-15,domenica,39,15,sole,0,Lazio,Roma,A,-,-
1025,2018-04-15,domenica,39,15,sole,0,Juventus,Sampdoria,A,-,-
1026,2018-04-17,martedì,21,18,sole,0,Inter,Cagliari,A,-,-
1027,2018-04-18,mercoledì,17,19,sole,0,Spal,Chievo,A,-,-
1027,2018-04-18,mercoledì,17,19,sole,0,Crotone,Juventus,A,-,-
1027,2018-04-18,mercoledì,17,19,sole,0,Torino,Milan,A,-,-
1027,2018-04-18,mercoledì,17,19,sole,0,Fiorentina,Lazio,A,-,-
1027,2018-04-18,mercoledì,17,19,sole,0,Napoli,Udinese,A,-,-
1028,2018-04-19,giovedì,32,21,sole,0,-,-,-,-,-
1029,2018-04-20,venerdì,28,20,sole,0,-,-,-,-,-
1030,2018-04-21,sabato,32,20,sole,0,Milan,Benevento,A,-,-
1031,2018-04-22,domenica,30,20,sole,0,Juventus,Napoli,A,-,-
1031,2018-04-22,domenica,30,20,sole,0,Chievo,Inter,A,-,-
1031,2018-04-22,domenica,30,20,sole,0,Lazio,Sampdoria,A,-,-
1032,2018-04-24,martedì,24,19,sole,0,-,-,-,-,-
1033,2018-04-25,mercoledì,33,20,sole,Anniversario della Liberazione,-,-,-,-,-
1034,2018-04-26,giovedì,22,20,sole,0,-,-,-,-,-
1035,2018-04-27,venerdì,17,19,sole,0,-,-,-,-,-
1036,2018-04-28,sabato,34,19,sole,0,Inter,Juventus,A,-,-
1036,2018-04-28,sabato,34,19,sole,0,Roma,Chievo,A,-,-
1037,2018-04-29,domenica,43,20,sole,0,Torino,Lazio,A,-,-
1037,2018-04-29,domenica,43,20,sole,0,Bologna,Milan,A,-,-
1037,2018-04-29,domenica,43,20,sole,0,Fiorentina,Napoli,A,-,-
1038,2018-04-30,lunedì,24,18,sole,0,-,-,-,-,-
1039,2018-05-01,martedì,34,15,pioggia ,Festa dei Lavoratori,Chievo,Udinese,A,-,-
1039,2018-05-01,martedì,34,15,pioggia ,Festa dei Lavoratori,Fiorentina,Inter,A,-,-
1040,2018-05-02,mercoledì,27,14,pioggia ,0,Lazio,Genoa,A,-,-
1041,2018-05-03,giovedì,17,17,pioggia temporale ,0,-,-,-,-,-
1042,2018-05-04,venerdì,28,18,pioggia temporale ,0,-,-,-,-,-
1043,2018-05-05,sabato,47,19,sole,0,Juventus,Bologna,A,-,-
1043,2018-05-05,sabato,47,19,sole,0,Milan,Verona,A,-,-
1044,2018-05-06,domenica,46,21,pioggia temporale ,0,-,-,-,-,-
1045,2018-05-08,martedì,29,20,pioggia temporale ,0,-,-,-,-,-
1046,2018-05-09,mercoledì,30,18,pioggia temporale ,0,-,-,-,-,-
1047,2018-05-10,giovedì,32,18,pioggia ,0,-,-,-,-,-
1048,2018-05-11,venerdì,44,18,pioggia temporale ,0,-,-,-,-,-
1049,2018-05-12,sabato,33,21,sole,0,-,-,-,-,-
1050,2018-05-13,domenica,40,19,pioggia temporale ,Festa della Mamma,Roma,Juventus,A,-,-
1050,2018-05-13,domenica,40,19,pioggia temporale ,Festa della Mamma,Sampdoria,Napoli,A,-,-
1050,2018-05-13,domenica,40,19,pioggia temporale ,Festa della Mamma,Atalanta,Milan,A,-,-
1050,2018-05-13,domenica,40,19,pioggia temporale ,Festa della Mamma,Bologna,Chievo,A,-,-
1050,2018-05-13,domenica,40,19,pioggia temporale ,Festa della Mamma,Crotone,Lazio,A,-,-
1051,2018-05-15,martedì,26,13,pioggia ,0,-,-,-,-,-
1052,2018-05-16,mercoledì,26,15,sole,0,-,-,-,-,-
1053,2018-05-17,giovedì,36,16,pioggia temporale ,0,-,-,-,-,-
1054,2018-05-18,venerdì,25,18,pioggia temporale ,0,-,-,-,-,-
1055,2018-05-19,sabato,34,20,sole,0,Juventus,Verona,A,-,-
1056,2018-05-20,domenica,40,20,sole,Pentecoste,Chievo,Benevento,A,-,-
1056,2018-05-20,domenica,40,20,sole,Pentecoste,Lazio,Inter,A,-,-
1056,2018-05-20,domenica,40,20,sole,Pentecoste,Napoli,Crotone,A,-,-
1056,2018-05-20,domenica,40,20,sole,Pentecoste,Milan,Fiorentina,A,-,-
1057,2018-05-22,martedì,30,17,pioggia ,0,-,-,-,-,-
1058,2018-05-23,mercoledì,31,18,pioggia temporale nebbia ,0,-,-,-,-,-
1059,2018-05-24,giovedì,20,22,sole,0,-,-,-,-,-
1060,2018-05-25,venerdì,39,23,sole,0,-,-,-,-,-
1061,2018-05-26,sabato,37,24,sole,0,-,-,-,-,-
1062,2018-05-27,domenica,45,24,pioggia temporale ,0,-,-,-,-,-
1063,2018-05-29,martedì,30,23,pioggia temporale ,0,-,-,-,-,-
1064,2018-05-30,mercoledì,30,23,pioggia ,0,-,-,-,-,-
1065,2018-05-31,giovedì,28,23,pioggia temporale ,0,-,-,-,-,-
1066,2018-06-01,venerdì,23,25,sole,0,Cagliari,Juventus,A,-,-
1066,2018-06-01,venerdì,23,25,sole,0,Milan,Crotone,A,-,-
1066,2018-06-01,venerdì,23,25,sole,0,Napoli,Verona,A,-,-
1066,2018-06-01,venerdì,23,25,sole,0,Spal,Lazio,A,-,-
1067,2018-06-02,sabato,34,23,sole,Festa della Repubblica,-,-,-,-,-
1068,2018-06-03,domenica,42,24,sole,0,-,-,-,-,-
1069,2018-06-05,martedì,24,23,sole,0,Udinese,Inter,A,-,-
1069,2018-06-05,martedì,24,23,sole,0,Lazio,Atalanta,A,-,-
1069,2018-06-05,martedì,24,23,sole,0,Chievo,Crotone,A,-,-
1069,2018-06-05,martedì,24,23,sole,0,Napoli,Torino,A,-,-
1070,2018-06-06,mercoledì,30,23,sole,0,-,-,-,-,-
1071,2018-06-07,giovedì,32,23,sole,0,-,-,-,-,-
1072,2018-06-08,venerdì,22,21,sole,0,-,-,-,-,-
1073,2018-06-09,sabato,34,23,sole,0,-,-,-,-,-
1074,2018-06-10,domenica,33,25,sole,0,Udinese,Juventus,A,-,-
1075,2018-06-12,martedì,33,23,sole,0,-,-,-,-,-
1076,2018-06-13,mercoledì,18,22,sole,0,-,-,-,-,-
1077,2018-06-14,giovedì,34,23,sole,0,-,-,-,-,-
1078,2018-06-15,venerdì,22,22,sole,0,-,-,-,-,-
1079,2018-06-16,sabato,29,23,sole,0,-,-,-,-,-
1080,2018-06-17,domenica,43,25,sole,0,-,-,-,-,-
1081,2018-06-19,martedì,25,25,sole,0,-,-,-,-,-
1082,2018-06-20,mercoledì,25,26,sole,0,-,-,-,-,-
1083,2018-06-21,giovedì,26,26,sole,0,-,-,-,-,-
1084,2018-06-22,venerdì,26,22,sole,0,-,-,-,-,-
1085,2018-06-23,sabato,32,21,sole,0,-,-,-,-,-
1086,2018-06-24,domenica,39,21,sole,0,-,-,-,-,-
1087,2018-06-26,martedì,29,22,sole,0,-,-,-,-,-
1088,2018-06-27,mercoledì,24,21,sole,0,-,-,-,-,-
1089,2018-06-28,giovedì,23,22,sole,0,-,-,-,-,-
1090,2018-06-29,venerdì,26,25,sole,0,-,-,-,-,-
1091,2018-06-30,sabato,22,26,sole,0,-,-,-,-,-
1092,2018-07-01,domenica,42,25,sole,0,-,-,-,-,-
1093,2018-07-03,martedì,30,25,sole,0,-,-,-,-,-
1094,2018-07-04,mercoledì,25,24,sole,0,Benevento,Juventus,A,-,-
1095,2018-07-05,giovedì,27,26,sole,0,-,-,-,-,-
1096,2018-07-06,venerdì,34,23,sole,0,-,-,-,-,-
1097,2018-07-07,sabato,39,25,sole,0,-,-,-,-,-
1098,2018-07-08,domenica,31,25,sole,0,-,-,-,-,-
1099,2018-07-10,martedì,26,26,sole,0,Lazio,Fiorentina,A,-,-
1099,2018-07-10,martedì,26,26,sole,0,Spal,Inter,A,-,-
1099,2018-07-10,martedì,26,26,sole,0,Napoli,Sassuolo,A,-,-
1099,2018-07-10,martedì,26,26,sole,0,Milan,Chievo,A,-,-
1100,2018-07-11,mercoledì,30,21,sole,0,-,-,-,-,-
1101,2018-07-12,giovedì,24,24,sole,0,Juventus,Inter,A,-,-
1102,2018-07-13,venerdì,26,25,sole,0,-,-,-,-,-
1103,2018-07-14,sabato,34,27,sole,0,-,-,-,-,-
1104,2018-07-15,domenica,47,26,sole,0,-,-,-,-,-
1105,2018-07-17,martedì,27,24,sole,0,-,-,-,-,-
1106,2018-07-18,mercoledì,27,26,sole,0,-,-,-,-,-
1107,2018-07-19,giovedì,25,26,sole,0,-,-,-,-,-
1108,2018-07-20,venerdì,24,26,sole,0,-,-,-,-,-
1109,2018-07-21,sabato,31,23,sole,0,-,-,-,-,-
1110,2018-07-22,domenica,35,25,sole,0,-,-,-,-,-
1111,2018-07-24,martedì,23,26,sole,0,-,-,-,-,-
1112,2018-07-25,mercoledì,24,27,sole,0,-,-,-,-,-
1113,2018-07-26,giovedì,28,25,sole,0,-,-,-,-,-
1114,2018-07-27,venerdì,25,26,sole,0,-,-,-,-,-
1115,2018-07-28,sabato,30,27,sole,0,-,-,-,-,-
1116,2018-07-29,domenica,40,27,sole,0,-,-,-,-,-
1117,2018-07-31,martedì,32,29,sole,0,-,-,-,-,-
1118,2018-08-01,mercoledì,27,30,sole,0,-,-,-,-,-
1119,2018-08-02,giovedì,31,27,sole,0,-,-,-,-,-
